source,native,name,p_value,significant,intersection_size,term_size,query_size,effective_domain_size,precision,recall,intersections
GO:BP,GO:0023051,regulation of signaling,0.000002083787324125428,true,10,3473,11,20972,0.9090909090909091,0.0028793550244745176,"IMP,ISS,IEA;IMP,IBA,TAS,IEA;IMP;TAS;TAS,IEA;IMP,NAS;NAS;NAS;;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0090398,cellular senescence,0.000002083787324125428,true,4,98,11,20972,0.36363636363636365,0.04081632653061224,"IDA,IMP,ISS,IEA;TAS;;;;;IEA;;IMP,TAS,IEA;;"
GO:BP,GO:0010646,regulation of cell communication,0.0000020875591580240147,true,10,3480,11,20972,0.9090909090909091,0.0028735632183908046,"IMP,ISS,IEA;IMP,IBA,TAS,IEA;IMP;TAS;TAS,IEA;IMP,NAS;NAS;NAS;;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0051276,chromosome organization,0.0000023977284325745193,true,6,575,11,20972,0.5454545454545454,0.010434782608695653,"IDA,IEA;IMP,IGI,ISS,IBA,IEA;ISS,IBA;;IMP;;IEA;ISS,IBA,IEA;;;"
GO:BP,GO:0006338,chromatin remodeling,0.0000030785844356110293,true,7,1057,11,20972,0.6363636363636364,0.006622516556291391,"IDA;IEA;IEA;ISS,IEA;IEA;IMP,IBA,TAS,IEA;IEA;;;;"
GO:BP,GO:0080090,regulation of primary metabolic process,0.0000030785844356110293,true,11,5215,11,20972,1,0.002109300095877277,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IMP,IGI,ISS,IEA;IMP,ISS,NAS;IDA;IDA,IMP;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA;IDA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP"
GO:BP,GO:1904868,telomerase catalytic core complex assembly,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;IMP;IMP;;;;;;;;
GO:BP,GO:1902298,cell cycle DNA replication maintenance of fidelity,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;;;;;;IMP;IEA;;;
GO:BP,GO:1990505,mitotic DNA replication maintenance of fidelity,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;;;;;;IMP;IEA;;;
GO:BP,GO:1904884,positive regulation of telomerase catalytic core complex assembly,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;IMP;IMP;;;;;;;;
GO:BP,GO:1904882,regulation of telomerase catalytic core complex assembly,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;IMP;IMP;;;;;;;;
GO:BP,GO:1990426,mitotic recombination-dependent replication fork processing,0.000003215719545163273,true,2,2,11,20972,0.18181818181818182,1,;;;;;;IMP;IEA;;;
REAC,REAC:R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,0.0000035254758873861986,true,4,77,11,11056,0.36363636363636365,0.05194805194805195,REAC;REAC;;;REAC;REAC;;;;;
REAC,REAC:R-HSA-5693606,DNA Double Strand Break Response,0.0000036257195980036914,true,4,78,11,11056,0.36363636363636365,0.05128205128205128,REAC;REAC;;;REAC;REAC;;;;;
GO:BP,GO:0048523,negative regulation of cellular process,0.000005197908255293947,true,11,5510,11,20972,1,0.001996370235934664,"IDA,IMP,IGI,ISS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,IBA;IDA,IMP,ISS,IBA,TAS,IEA;IMP,IBA,TAS,IEA;IDA,IMP,IBA,NAS,IEA;IDA,NAS;NAS;IDA,IMP,IGI,IEA;IMP,IEA;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0043009,chordate embryonic development,0.000005224010067255076,true,6,669,11,20972,0.5454545454545454,0.008968609865470852,"IEA;IEA;;IEA;;IBA,IEA;IEA;;IEA;;"
REAC,REAC:R-HSA-912446,Meiotic recombination,0.0000057600157384278914,true,4,88,11,11056,0.36363636363636365,0.045454545454545456,;REAC;;;;REAC;REAC;REAC;;;
GO:BP,GO:0051053,negative regulation of DNA metabolic process,0.000005772873544409997,true,4,131,11,20972,0.36363636363636365,0.030534351145038167,"IDA,IEA;IMP;IMP;;;;;;IMP;;"
GO:BP,GO:0009792,embryo development ending in birth or egg hatching,0.000005978116284793822,true,6,687,11,20972,0.5454545454545454,0.008733624454148471,"IEA;IEA;;IEA;;IBA,IEA;IEA;;IEA;;"
GO:BP,GO:0006310,DNA recombination,0.000006341489407785185,true,5,348,11,20972,0.45454545454545453,0.014367816091954023,";IDA,TAS,IEA;;IDA;;IDA,IBA,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;;;"
GO:BP,GO:0048583,regulation of response to stimulus,0.000006808930050008355,true,10,3993,11,20972,0.9090909090909091,0.002504382669671926,"IMP,ISS,IEA;IMP,IBA,TAS,IEA;IMP,TAS,NAS,IEA;IDA,TAS;TAS,IEA;IMP,NAS;NAS;IDA,NAS;;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0006325,chromatin organization,0.00000694412569514385,true,7,1216,11,20972,0.6363636363636364,0.005756578947368421,"IDA;IEA;IEA;ISS,IEA;IEA;IMP,IBA,TAS,IEA;IEA;;;;"
GO:BP,GO:2000377,regulation of reactive oxygen species metabolic process,0.00000695171944593685,true,4,139,11,20972,0.36363636363636365,0.02877697841726619,"IMP,IEA;;;;;IMP;;;IMP,IEA;IMP;"
GO:BP,GO:0048519,negative regulation of biological process,0.000007690778438699247,true,11,5753,11,20972,1,0.0019120458891013384,"IDA,IMP,IGI,ISS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,IBA;IDA,IMP,ISS,IBA,TAS,IEA;IMP,IBA,TAS,IEA;IDA,IMP,IBA,NAS,IEA;IDA,NAS;NAS;IDA,IMP,IGI,ISS,IEA;IMP,IEA;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0007098,centrosome cycle,0.00000785012163264769,true,4,144,11,20972,0.36363636363636365,0.027777777777777776,";;;IDA;;NAS,IEA;IMP;;;IEA;"
REAC,REAC:R-HSA-5693607,Processing of DNA double-strand break ends,0.000008325764126179217,true,4,97,11,11056,0.36363636363636365,0.041237113402061855,;REAC;REAC;REAC;;REAC;;;;;
GO:BP,GO:2000779,regulation of double-strand break repair,0.000008358478579708503,true,4,147,11,20972,0.36363636363636365,0.027210884353741496,;IMP;NAS;IDA;;;;IDA;;;
GO:BP,GO:0097694,establishment of RNA localization to telomere,0.000008358478579708503,true,2,3,11,20972,0.18181818181818182,0.6666666666666666,;IMP;IMP;;;;;;;;
GO:BP,GO:0072717,cellular response to actinomycin D,0.000008358478579708503,true,2,3,11,20972,0.18181818181818182,0.6666666666666666,IDA;;;;;;;;;;IDA
GO:BP,GO:0097695,establishment of protein-containing complex localization to telomere,0.000008358478579708503,true,2,3,11,20972,0.18181818181818182,0.6666666666666666,;IMP;IC;;;;;;;;
GO:BP,GO:0009411,response to UV,0.000009044545416097521,true,4,151,11,20972,0.36363636363636365,0.026490066225165563,"IDA,IEA;;IMP;;;;IEA;;ISS,IEA;;"
GO:BP,GO:0031023,microtubule organizing center organization,0.000010470569562355095,true,4,157,11,20972,0.36363636363636365,0.025477707006369428,";;;IDA;;NAS,IEA;IMP;;;IEA;"
GO:BP,GO:0006261,DNA-templated DNA replication,0.000011757881018035757,true,4,162,11,20972,0.36363636363636365,0.024691358024691357,";;ISS;;;NAS;IMP,IEA;IDA,IMP,IEA;;;"
GO:BP,GO:0007165,signal transduction,0.000012459921089964006,true,11,6063,11,20972,1,0.001814283358073561,"IDA,IMP,IGI,IEP,ISS,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,NAS,IEA;NAS,IEA;NAS;IDA,IMP,IEP,TAS,IEA;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0071897,DNA biosynthetic process,0.000012459921089964006,true,4,165,11,20972,0.36363636363636365,0.024242424242424242,"IDA;IGI,ISS,IEA;ISS;;;;;;IMP,IEA;;"
GO:BP,GO:0032210,regulation of telomere maintenance via telomerase,0.000015721934621338087,true,3,45,11,20972,0.2727272727272727,0.06666666666666667,"IDA;IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0072716,response to actinomycin D,0.000015721934621338087,true,2,4,11,20972,0.18181818181818182,0.5,IDA;;;;;;;;;;IDA
GO:BP,GO:0000280,nuclear division,0.000019129031236361224,true,5,450,11,20972,0.45454545454545453,0.011111111111111112,";IMP,TAS,IEA;;IDA;IMP;;IEA;IBA,TAS,IEA;;;"
REAC,REAC:R-HSA-8953750,Transcriptional Regulation by E2F6,0.000020024886289724167,true,3,34,11,11056,0.2727272727272727,0.08823529411764706,;;;REAC;;REAC;;REAC;;;
GO:BP,GO:0043067,regulation of programmed cell death,0.00002130525763245168,true,7,1467,11,20972,0.6363636363636364,0.004771642808452625,"IDA,IMP,IGI,ISS,IEA;IMP,TAS,IEA;;;IEA;IMP;;;IEA;IDA;IMP,IBA,IEA"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.00002132329527212949,true,11,6392,11,20972,1,0.00172090112640801,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;IMP,ISS,NAS;IDA,ISS,IEA;IDA,IMP;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA;IDA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP,IEA"
REAC,REAC:R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,0.000023986340664771325,true,2,4,11,11056,0.18181818181818182,0.5,REAC;;;;;;;;REAC;;
REAC,REAC:R-HSA-69560,Transcriptional activation of p53 responsive genes  ,0.000023986340664771325,true,2,4,11,11056,0.18181818181818182,0.5,REAC;;;;;;;;REAC;;
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,0.00002544643485908349,true,7,1510,11,20972,0.6363636363636364,0.004635761589403974,"IDA,IMP,ISS,NAS,IEA;IMP;IMP;;;IDA;;;IMP;IMP;IDA,IMP"
GO:BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,0.000026239643281840994,true,3,54,11,20972,0.2727272727272727,0.05555555555555555,"IDA;IMP,IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0040007,growth,0.000026575670629743767,true,6,920,11,20972,0.5454545454545454,0.006521739130434782,"IMP,IEA;IEA;;IEA;;IMP;IEA;;IDA,ISS,IEA;;"
GO:BP,GO:0023052,signaling,0.00002732631050358316,true,11,6558,11,20972,1,0.0016773406526379995,"IDA,IMP,IGI,IEP,ISS,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,NAS,IEA;NAS,IEA;NAS;IDA,IMP,IEP,TAS,IEA;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0007154,cell communication,0.000028735223692749977,true,11,6598,11,20972,1,0.0016671718702637162,"IDA,IMP,IGI,IEP,ISS,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,NAS,IEA;NAS,IEA;NAS;IDA,IMP,IEP,TAS,IEA;IDA,IMP;IDA,IMP,TAS"
GO:BP,GO:0018193,peptidyl-amino acid modification,0.000028735223692749977,true,5,495,11,20972,0.45454545454545453,0.010101010101010102,";IDA,IMP;IDA;IDA;;;;;;IMP;TAS"
GO:BP,GO:0048285,organelle fission,0.0000288471422064688,true,5,497,11,20972,0.45454545454545453,0.01006036217303823,";IMP,TAS,IEA;;IDA;IMP;;IEA;IBA,TAS,IEA;;;"
GO:BP,GO:0036211,protein modification process,0.000029152913866778738,true,8,2360,11,20972,0.7272727272727273,0.003389830508474576,";IDA,IMP;IDA;IDA,IEA;IDA,IEA;IDA,IEA;;;IDA,IMP,TAS;IMP,TAS;IDA,IMP,TAS"
GO:BP,GO:0009893,positive regulation of metabolic process,0.000029808536225428382,true,9,3410,11,20972,0.8181818181818182,0.0026392961876832845,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,IEA;IDA;;IDA,IMP,TAS,IEA;IMP;IDA"
GO:BP,GO:0007004,telomere maintenance via telomerase,0.00003214353300742446,true,3,59,11,20972,0.2727272727272727,0.05084745762711865,"IDA;IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:1903416,response to glycoside,0.000034797108220295964,true,2,6,11,20972,0.18181818181818182,0.3333333333333333,;;;;IEA;;;IEA;;;
GO:BP,GO:0006468,protein phosphorylation,0.00003607843545234609,true,6,982,11,20972,0.5454545454545454,0.006109979633401222,";IDA,IMP;IDA;IDA,IEA;IDA,IEA;;;;IDA,IMP,TAS;IMP,TAS;"
GO:BP,GO:0043068,positive regulation of programmed cell death,0.000036632161114581594,true,5,527,11,20972,0.45454545454545453,0.009487666034155597,"IDA,IMP,ISS,IEA;IMP,IEA;;;IEA;;;;IEA;IDA;"
GO:BP,GO:0006278,RNA-templated DNA biosynthetic process,0.000038003486432009075,true,3,63,11,20972,0.2727272727272727,0.047619047619047616,"IDA;IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0072593,reactive oxygen species metabolic process,0.00003806318080251119,true,4,228,11,20972,0.36363636363636365,0.017543859649122806,"IMP,IEA;;;;;IMP;;;IMP,IEA;IMP;"
GO:BP,GO:0006996,organelle organization,0.000042274257390447953,true,9,3573,11,20972,0.8181818181818182,0.0025188916876574307,"IDA,IEA;IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,ISS,IBA;IDA,IEA;IDA,IMP;NAS,IEA;IMP,IEA;ISS,IBA,TAS,IEA;;IEA;"
GO:BP,GO:2000379,positive regulation of reactive oxygen species metabolic process,0.00004276033738912744,true,3,66,11,20972,0.2727272727272727,0.045454545454545456,"IMP;;;;;;;;IMP,IEA;IMP;"
GO:BP,GO:0019222,regulation of metabolic process,0.00004278696690510868,true,11,6900,11,20972,1,0.0015942028985507246,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;IMP,ISS,NAS;IDA,ISS,IEA;IDA,IMP;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA;IDA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP,IEA"
GO:BP,GO:0035825,homologous recombination,0.0000440839651659815,true,3,67,11,20972,0.2727272727272727,0.04477611940298507,";TAS;;;;NAS;;IBA,TAS,IEA;;;"
GO:BP,GO:0043412,macromolecule modification,0.000047651794848689697,true,8,2547,11,20972,0.7272727272727273,0.0031409501374165686,";IDA,IMP;IDA;IDA,IEA;IDA,IEA;IDA,IEA;;;IDA,IMP,TAS;IMP,TAS;IDA,IMP,TAS"
REAC,REAC:R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,0.00005733127357741196,true,3,49,11,11056,0.2727272727272727,0.061224489795918366,REAC;;;;;;;;REAC;REAC;
GO:BP,GO:0016310,phosphorylation,0.00005753818741097842,true,6,1077,11,20972,0.5454545454545454,0.005571030640668524,";IDA,IMP;IDA;IDA,IEA;IDA,IEA;;;;IDA,IMP,TAS;IMP,TAS;"
GO:BP,GO:0090400,stress-induced premature senescence,0.00005927244276793956,true,2,8,11,20972,0.18181818181818182,0.25,IMP;;;;;;;;TAS;;
GO:BP,GO:1905323,telomerase holoenzyme complex assembly,0.00005927244276793956,true,2,8,11,20972,0.18181818181818182,0.25,;IMP;IMP;;;;;;;;
GO:BP,GO:0009790,embryo development,0.00007280228991584973,true,6,1126,11,20972,0.5454545454545454,0.0053285968028419185,"IEA;IEA;;IEA;;IBA,IEA;IEA;;IEA;;"
GO:BP,GO:0072359,circulatory system development,0.00007568131637778441,true,6,1135,11,20972,0.5454545454545454,0.0052863436123348016,"IEA;IEA;;;;IMP;;;ISS,IEA;IEA;IEA"
GO:BP,GO:0051054,positive regulation of DNA metabolic process,0.00007910230114288091,true,4,280,11,20972,0.36363636363636365,0.014285714285714285,";IMP,ISS,IEA;ISS;;;IMP;;;TAS;;"
REAC,REAC:R-HSA-8941855,RUNX3 regulates CDKN1A transcription,0.00008039451800867399,true,2,7,11,11056,0.18181818181818182,0.2857142857142857,REAC;;;;;;;;REAC;;
GO:BP,GO:0090304,nucleic acid metabolic process,0.00008668896448491398,true,11,7401,11,20972,1,0.0014862856370760709,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IMP,TAS,IEA;IMP,TAS;IDA,IMP"
GO:BP,GO:0033043,regulation of organelle organization,0.00008698030450914774,true,6,1167,11,20972,0.5454545454545454,0.005141388174807198,"IDA;IMP,IGI,ISS,IC,IEA;ISS;IDA;IDA;NAS;;;;;"
GO:BP,GO:0051716,cellular response to stimulus,0.00008858632820378894,true,11,7425,11,20972,1,0.0014814814814814814,"IDA,IMP,IGI,IEP,ISS,TAS,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,NAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IEP,TAS,IEA;IDA,IMP,IEP,TAS"
GO:BP,GO:0034644,cellular response to UV,0.00008962574982581733,true,3,87,11,20972,0.2727272727272727,0.034482758620689655,"IDA,IEA;;IMP;;;;;;ISS,IEA;;"
GO:BP,GO:0071236,cellular response to antibiotic,0.00008998807885520057,true,2,10,11,20972,0.18181818181818182,0.2,IDA;;;;;;;;;;IDA
GO:BP,GO:1901701,cellular response to oxygen-containing compound,0.0000958773274090045,true,6,1194,11,20972,0.5454545454545454,0.005025125628140704,"IDA;IDA,ISS,IEA;;;IEA;IDA;;IDA;;;IDA"
GO:BP,GO:0048589,developmental growth,0.0000958773274090045,true,5,661,11,20972,0.45454545454545453,0.007564296520423601,"IEA;IEA;;IEA;;;IEA;;ISS,IEA;;"
GO:BP,GO:0000226,microtubule cytoskeleton organization,0.00010968841835187935,true,5,681,11,20972,0.45454545454545453,0.007342143906020558,";;;IDA;IMP;NAS,IEA;IMP;;;IEA;"
REAC,REAC:R-HSA-2559583,Cellular Senescence,0.00011513080804902784,true,4,194,11,11056,0.36363636363636365,0.020618556701030927,REAC;REAC;;;;;;;REAC;;REAC
GO:BP,GO:0009416,response to light stimulus,0.00012428877547316839,true,4,319,11,20972,0.36363636363636365,0.012539184952978056,"IDA,ISS,IEA;;IMP;;;;IEA;;ISS,IEA;;"
GO:BP,GO:0010225,response to UV-C,0.0001274196073413427,true,2,12,11,20972,0.18181818181818182,0.16666666666666666,IEA;;;;;;IEA;;;;
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,0.0001274196073413427,true,10,5647,11,20972,0.9090909090909091,0.0017708517797060386,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;ISS;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:0018105,peptidyl-serine phosphorylation,0.000133010622840779,true,3,101,11,20972,0.2727272727272727,0.0297029702970297,";IDA,IMP;IDA;;;;;;;IMP;"
GO:BP,GO:0018209,peptidyl-serine modification,0.0001401555188546082,true,3,103,11,20972,0.2727272727272727,0.02912621359223301,";IDA,IMP;IDA;;;;;;;IMP;"
GO:BP,GO:0048522,positive regulation of cellular process,0.00014611288325126417,true,10,5739,11,20972,0.9090909090909091,0.0017424638438752395,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;IMP,ISS;IDA;IDA,IEA;IDA,IMP,IBA,IEA;IDA,IEA;;IDA,IMP,TAS,IEA;IDA,IMP;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0009889,regulation of biosynthetic process,0.00016653191067331332,true,10,5821,11,20972,0.9090909090909091,0.0017179178835251675,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;ISS;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:0045787,positive regulation of cell cycle,0.00016902720878346857,true,4,349,11,20972,0.36363636363636365,0.011461318051575931,";;;IDA;IEA;;IEA;;;;IMP,IBA,IEA"
GO:BP,GO:0032204,regulation of telomere maintenance,0.00017094680698296683,true,3,111,11,20972,0.2727272727272727,0.02702702702702703,"IDA;IMP,IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.0001716816108263756,true,8,3080,11,20972,0.7272727272727273,0.0025974025974025974,"IDA,IMP,ISS,NAS,IEA;IDA,IMP;IMP;ISS,IEA;;IDA,IMP,IEA;;;IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.00017242882189923768,true,11,7964,11,20972,1,0.0013812154696132596,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IMP,TAS,IEA;IMP,TAS;IDA,IMP"
GO:BP,GO:0010639,negative regulation of organelle organization,0.0001801493405187478,true,4,357,11,20972,0.36363636363636365,0.011204481792717087,IDA;IMP;;IDA;;NAS;;;;;
REAC,REAC:R-HSA-2262752,Cellular responses to stress,0.00018369111563018494,true,6,792,11,11056,0.5454545454545454,0.007575757575757576,REAC;REAC;REAC;;;REAC;;;REAC;;REAC
GO:BP,GO:0001833,inner cell mass cell proliferation,0.00018780433815361548,true,2,15,11,20972,0.18181818181818182,0.13333333333333333,;;;IEA;;;IEA;;;;
GO:BP,GO:0000722,telomere maintenance via recombination,0.00018780433815361548,true,2,15,11,20972,0.18181818181818182,0.13333333333333333,";;;;;;IEA;ISS,IEA;;;"
GO:BP,GO:0006275,regulation of DNA replication,0.00019280863778272452,true,3,117,11,20972,0.2727272727272727,0.02564102564102564,IEA;;IMP;;;;;;TAS;;
GO:BP,GO:0071482,cellular response to light stimulus,0.00019580594748324297,true,3,118,11,20972,0.2727272727272727,0.025423728813559324,"IDA,IEA;;IMP;;;;;;ISS,IEA;;"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,0.00019580594748324297,true,8,3152,11,20972,0.7272727272727273,0.0025380710659898475,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,IEA;IDA;;IDA,TAS;;IDA"
REAC,REAC:R-HSA-8953897,Cellular responses to stimuli,0.00019904873690149003,true,6,806,11,11056,0.5454545454545454,0.007444168734491315,REAC;REAC;REAC;;;REAC;;;REAC;;REAC
GO:BP,GO:0031571,mitotic G1 DNA damage checkpoint signaling,0.00020818604282581577,true,2,16,11,20972,0.18181818181818182,0.125,"IMP,IEA;;;;;;;;IDA;;"
GO:BP,GO:1900034,regulation of cellular response to heat,0.00020818604282581577,true,2,16,11,20972,0.18181818181818182,0.125,;TAS;TAS;;;;;;;;
GO:BP,GO:0006796,phosphate-containing compound metabolic process,0.0002133125519683753,true,7,2196,11,20972,0.6363636363636364,0.0031876138433515485,"IMP;IDA,IMP,IEA;IDA;IDA,IEA;IDA,IEA;;;;IDA,IMP,TAS;IMP,TAS;"
GO:BP,GO:0006793,phosphorus metabolic process,0.00021397941606035004,true,7,2199,11,20972,0.6363636363636364,0.0031832651205093224,"IMP;IDA,IMP,IEA;IDA;IDA,IEA;IDA,IEA;;;;IDA,IMP,TAS;IMP,TAS;"
REAC,REAC:R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,0.00021925238441252484,true,3,79,11,11056,0.2727272727272727,0.0379746835443038,REAC;REAC;;;;;;;REAC;;
GO:BP,GO:0019538,protein metabolic process,0.00022074741274318523,true,9,4467,11,20972,0.8181818181818182,0.0020147750167897917,"IEA;IDA,IMP,IEA;IDA;IDA,IEA;IDA,IMP,IEA;IDA,IEA;;;IDA,IMP,TAS;IMP,TAS;IDA,IMP,IGI,IBA,TAS,IEA"
GO:BP,GO:0044819,mitotic G1/S transition checkpoint signaling,0.00022774299447665718,true,2,17,11,20972,0.18181818181818182,0.11764705882352941,"IMP,IEA;;;;;;;;IDA;;"
GO:BP,GO:0042981,regulation of apoptotic process,0.00022774299447665718,true,6,1426,11,20972,0.5454545454545454,0.004207573632538569,"IDA,IMP,IGI,ISS,IEA;IMP,TAS,IEA;;;IEA;IMP;;;;IDA;IMP,IBA,IEA"
GO:BP,GO:1902969,mitotic DNA replication,0.00022774299447665718,true,2,17,11,20972,0.18181818181818182,0.11764705882352941,;;;;;;IMP;IEA;;;
REAC,REAC:R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,0.0002286516945824555,true,2,12,11,11056,0.18181818181818182,0.16666666666666666,REAC;REAC;;;;;;;;;
REAC,REAC:R-HSA-1643685,Disease,0.00023353089561004408,true,8,1848,11,11056,0.7272727272727273,0.004329004329004329,REAC;REAC;REAC;;;REAC;REAC;REAC;REAC;;REAC
GO:BP,GO:0009892,negative regulation of metabolic process,0.0002472889429263923,true,8,3276,11,20972,0.7272727272727273,0.002442002442002442,"IDA,IMP,ISS,NAS,IEA;IDA,IMP;IMP;ISS,IEA;;IDA,IMP,IEA;;;IDA,IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0009410,response to xenobiotic stimulus,0.0002472889429263923,true,4,396,11,20972,0.36363636363636365,0.010101010101010102,"IEP,IEA;;IEA;;IEA;;;IEA;;;"
GO:BP,GO:0048518,positive regulation of biological process,0.0002495969723820835,true,10,6150,11,20972,0.9090909090909091,0.0016260162601626016,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;IMP,ISS;IDA;IDA,IEA;IDA,IMP,IBA,IEA;IDA,IEA;;IDA,IMP,TAS,IEA;IDA,IMP;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0016043,cellular component organization,0.00025247763345179555,true,11,8325,11,20972,1,0.0013213213213213214,"IDA,IMP,IEA;IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,IEA;IDA,ISS,IEA;IDA,IMP,IEA;IMP,IBA,TAS,NAS,IEA;IMP,IEA;IMP,ISS,IBA,TAS,IEA;IDA;IEA;IDA,IMP,IEA"
GO:BP,GO:0007127,meiosis I,0.0002533352561145587,true,3,132,11,20972,0.2727272727272727,0.022727272727272728,";TAS,IEA;;;;;IEA;IBA,TAS,IEA;;;"
REAC,REAC:R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.00026043241008026505,true,2,13,11,11056,0.18181818181818182,0.15384615384615385,;;;REAC;REAC;;;;;;
GO:BP,GO:0001701,in utero embryonic development,0.0002639826615048494,true,4,405,11,20972,0.36363636363636365,0.009876543209876543,IEA;;;IEA;;;IEA;;IEA;;
GO:BP,GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",0.00027512138140196575,true,2,19,11,20972,0.18181818181818182,0.10526315789473684,;IMP;IMP;;;;;;;;
