source,native,name,p_value,significant,intersection_size,term_size,query_size,effective_domain_size,precision,recall,intersections
GO:BP,GO:1905179,negative regulation of cardiac muscle tissue regeneration,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,";;;;;;;;ISS,IEA;;"
GO:BP,GO:1905178,regulation of cardiac muscle tissue regeneration,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,";;;;;;;;ISS,IEA;;"
GO:BP,GO:2001251,negative regulation of chromosome organization,0.004305021932887815,true,2,97,11,20972,0.18181818181818182,0.020618556701030927,IDA;IMP;;;;;;;;;
GO:BP,GO:0009408,response to heat,0.004305021932887815,true,2,97,11,20972,0.18181818181818182,0.020618556701030927,;TAS;TAS;;;;;;;;
GO:BP,GO:0097306,cellular response to alcohol,0.004305021932887815,true,2,97,11,20972,0.18181818181818182,0.020618556701030927,;;;;;IDA;;IDA;;;
GO:BP,GO:0042221,response to chemical,0.004451673174372418,true,7,3863,11,20972,0.6363636363636364,0.0018120631633445508,"IDA,IMP,IGI,IEP,IEA;IDA,ISS,IEA;IEA;;IEA;IDA,IMP;;IDA,IEA;;;IDA,IEP"
GO:BP,GO:0043254,regulation of protein-containing complex assembly,0.004466982685448811,true,3,422,11,20972,0.2727272727272727,0.0071090047393364926,IDA;IMP;IMP;;;;;;;;
GO:BP,GO:0007059,chromosome segregation,0.0047637452838352684,true,3,432,11,20972,0.2727272727272727,0.006944444444444444,";IMP,IEA;;;IMP;IMP;;;;;"
REAC,REAC:R-HSA-1257604,PIP3 activates AKT signaling,0.0048418303771785446,true,3,257,11,11056,0.2727272727272727,0.011673151750972763,REAC;;;;;;;;REAC;;REAC
GO:BP,GO:0048534,hematopoietic or lymphoid organ development,0.004847905006901471,true,2,104,11,20972,0.18181818181818182,0.019230769230769232,IMP;IEA;;;;;;;;;
GO:BP,GO:0035282,segmentation,0.004847905006901471,true,2,104,11,20972,0.18181818181818182,0.019230769230769232,IEA;IEA;;;;;;;;;
GO:BP,GO:2001252,positive regulation of chromosome organization,0.004847905006901471,true,2,104,11,20972,0.18181818181818182,0.019230769230769232,";IMP,ISS,IEA;ISS;;;;;;;;"
REAC,REAC:R-HSA-5693571,Nonhomologous End-Joining (NHEJ),0.004890525664009826,true,2,68,11,11056,0.18181818181818182,0.029411764705882353,;REAC;;;;REAC;;;;;
REAC,REAC:R-HSA-9614085,FOXO-mediated transcription,0.004890525664009826,true,2,66,11,11056,0.18181818181818182,0.030303030303030304,;;;;;;;;REAC;REAC;
REAC,REAC:R-HSA-3371453,Regulation of HSF1-mediated heat shock response,0.004890525664009826,true,2,67,11,11056,0.18181818181818182,0.029850746268656716,;REAC;REAC;;;;;;;;
REAC,REAC:R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,0.004890525664009826,true,1,2,11,11056,0.09090909090909091,0.5,;;;;;REAC;;;;;
REAC,REAC:R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,0.004890525664009826,true,1,2,11,11056,0.09090909090909091,0.5,;;;;;REAC;;;;;
REAC,REAC:R-HSA-6804754,Regulation of TP53 Expression,0.004890525664009826,true,1,2,11,11056,0.09090909090909091,0.5,REAC;;;;;;;;;;
REAC,REAC:R-HSA-9763198,Impaired BRCA2 binding to SEM1 (DSS1),0.004890525664009826,true,1,2,11,11056,0.09090909090909091,0.5,;;;;;;REAC;;;;
REAC,REAC:R-HSA-9709275,Impaired BRCA2 translocation to the nucleus,0.004890525664009826,true,1,2,11,11056,0.09090909090909091,0.5,;;;;;;REAC;;;;
GO:BP,GO:0008585,female gonad development,0.0049249405713834545,true,2,105,11,20972,0.18181818181818182,0.01904761904761905,;IEA;;;;;IEA;;;;
GO:BP,GO:0062014,negative regulation of small molecule metabolic process,0.005080082195122946,true,2,107,11,20972,0.18181818181818182,0.018691588785046728,"IMP,IEA;;;;;IMP;;;;;"
GO:BP,GO:0048144,fibroblast proliferation,0.005080082195122946,true,2,107,11,20972,0.18181818181818182,0.018691588785046728,"IMP,IEA;;;;;;;;IMP,IEA;;"
GO:BP,GO:0051254,positive regulation of RNA metabolic process,0.005116531931708398,true,5,1804,11,20972,0.45454545454545453,0.002771618625277162,"IDA,IMP,IGI,ISS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,IEA;IDA;;;;"
GO:BP,GO:0006469,negative regulation of protein kinase activity,0.005142010190886691,true,2,108,11,20972,0.18181818181818182,0.018518518518518517,;;;;;;;;IMP;IMP;
GO:BP,GO:0009894,regulation of catabolic process,0.005172643124945,true,4,1024,11,20972,0.36363636363636365,0.00390625,"IMP,IEA;IMP,IEA;;;IMP;;;;;;IDA"
GO:BP,GO:0048477,oogenesis,0.005187835410630995,true,2,109,11,20972,0.18181818181818182,0.01834862385321101,;IEA;;;;;IEA;;;;
GO:BP,GO:0046545,development of primary female sexual characteristics,0.005187835410630995,true,2,109,11,20972,0.18181818181818182,0.01834862385321101,;IEA;;;;;IEA;;;;
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,0.005217327590556184,true,9,7035,11,20972,0.8181818181818182,0.001279317697228145,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IGI,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0003279,cardiac septum development,0.005249787264452184,true,2,110,11,20972,0.18181818181818182,0.01818181818181818,IEA;;;;;;;;;;IEA
GO:BP,GO:1901989,positive regulation of cell cycle phase transition,0.005423462255456928,true,2,112,11,20972,0.18181818181818182,0.017857142857142856,;;;;IEA;;;;;;IEA
GO:BP,GO:0048731,system development,0.0054326771455219915,true,7,4023,11,20972,0.6363636363636364,0.0017399950285856326,"IMP,IEA;IEA;;;;IMP;IEA;;ISS,IEA;IEA;IEA"
GO:BP,GO:0071494,cellular response to UV-C,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0033673,negative regulation of kinase activity,0.005476632036413576,true,2,114,11,20972,0.18181818181818182,0.017543859649122806,;;;;;;;;IMP;IMP;
GO:BP,GO:0042501,serine phosphorylation of STAT protein,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,;;;;;;;;;IMP;
GO:BP,GO:0002309,T cell proliferation involved in immune response,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0033139,regulation of peptidyl-serine phosphorylation of STAT protein,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,;;;;;;;;;IMP;
GO:BP,GO:1904023,regulation of glucose catabolic process to lactate via pyruvate,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0019661,homolactic fermentation,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:2000002,negative regulation of DNA damage checkpoint,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,;;;;IEA;;;;;;
GO:BP,GO:1901003,negative regulation of fermentation,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0019659,glucose catabolic process to lactate,0.005476632036413576,true,1,3,11,20972,0.09090909090909091,0.3333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0071887,leukocyte apoptotic process,0.005684925232620138,true,2,117,11,20972,0.18181818181818182,0.017094017094017096,"ISS,IEA;;;;IEA;;;;;;"
GO:BP,GO:0007265,Ras protein signal transduction,0.005684925232620138,true,2,117,11,20972,0.18181818181818182,0.017094017094017096,IEP;;;;;;;;IEP;;
GO:BP,GO:0000045,autophagosome assembly,0.005764232671680561,true,2,118,11,20972,0.18181818181818182,0.01694915254237288,;IC;;;IDA;;;;;;
GO:BP,GO:0001824,blastocyst development,0.005826713265688482,true,2,119,11,20972,0.18181818181818182,0.01680672268907563,;;;IEA;;;IEA;;;;
GO:BP,GO:0016049,cell growth,0.005826713265688482,true,3,478,11,20972,0.2727272727272727,0.006276150627615063,IMP;;;;;IMP;;;IDA;;
REAC,REAC:R-HSA-1221632,Meiotic synapsis,0.005987977103850513,true,2,76,11,11056,0.18181818181818182,0.02631578947368421,;;REAC;;;REAC;;;;;
GO:BP,GO:0007088,regulation of mitotic nuclear division,0.006004004628171176,true,2,121,11,20972,0.18181818181818182,0.01652892561983471,;IMP;;IDA;;;;;;;
GO:BP,GO:0051241,negative regulation of multicellular organismal process,0.006106843321757214,true,4,1091,11,20972,0.36363636363636365,0.0036663611365719525,IEA;IMP;;;;;IDA;;;IEA;
GO:BP,GO:0045931,positive regulation of mitotic cell cycle,0.006165360260485911,true,2,123,11,20972,0.18181818181818182,0.016260162601626018,";;;;;;IEA;;;;IMP,IBA,IEA"
GO:BP,GO:0072089,stem cell proliferation,0.006346233012682603,true,2,125,11,20972,0.18181818181818182,0.016,IEA;;;;;;IEA;;;;
REAC,REAC:R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,0.006388498917591823,true,2,79,11,11056,0.18181818181818182,0.02531645569620253,REAC;;;;;;;;REAC;;
GO:BP,GO:1905037,autophagosome organization,0.006391171196650752,true,2,126,11,20972,0.18181818181818182,0.015873015873015872,;IC;;;IDA;;;;;;
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.006391171196650752,true,4,1108,11,20972,0.36363636363636365,0.0036101083032490976,"IMP,ISS;IMP;IMP;;;;;;;IDA;"
GO:BP,GO:0044089,positive regulation of cellular component biogenesis,0.006391171196650752,true,3,497,11,20972,0.2727272727272727,0.006036217303822937,IDA;IMP;IMP;;;;;;;;
REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,0.006395871195232722,true,3,297,11,11056,0.2727272727272727,0.010101010101010102,REAC;;;;;;;;REAC;;REAC
REAC,REAC:R-HSA-5688426,Deubiquitination,0.006395871195232722,true,3,298,11,11056,0.2727272727272727,0.010067114093959731,REAC;;;;;REAC;;;;;REAC
GO:BP,GO:0010638,positive regulation of organelle organization,0.006423053371380372,true,3,499,11,20972,0.2727272727272727,0.006012024048096192,"IDA;IMP,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0003206,cardiac chamber morphogenesis,0.006454477399360518,true,2,127,11,20972,0.18181818181818182,0.015748031496062992,IEA;;;;;;;;;;IEA
GO:BP,GO:0046660,female sex differentiation,0.006637413563027163,true,2,129,11,20972,0.18181818181818182,0.015503875968992248,;IEA;;;;;IEA;;;;
GO:BP,GO:0090735,DNA repair complex assembly,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,";;;;;;;IMP,IBA;;;"
GO:BP,GO:0002331,pre-B cell allelic exclusion,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,";ISS,IEA;;;;;;;;;"
GO:BP,GO:0072719,cellular response to cisplatin,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;;;;IEA;;;
GO:BP,GO:0007089,traversing start control point of mitotic cell cycle,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;;;;;;;IEA
GO:BP,GO:0090403,oxidative stress-induced premature senescence,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,IMP;;;;;;;;;;
GO:BP,GO:0000730,DNA recombinase assembly,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,";;;;;;;IMP,IBA;;;"
GO:BP,GO:0043465,regulation of fermentation,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,IEA;;;;;;;;;;
GO:BP,GO:0043170,macromolecule metabolic process,0.006683777183164204,true,11,11942,11,20972,1,0.0009211187405794674,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,ISS,TAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP,IGI,IBA,TAS,IEA"
GO:BP,GO:0072757,cellular response to camptothecin,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;;;;IDA;;;
GO:BP,GO:1903926,cellular response to bisphenol A,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;IEA;;;;;;
GO:BP,GO:1903925,response to bisphenol A,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;IEA;;;;;;
GO:BP,GO:0050794,regulation of cellular process,0.006683777183164204,true,11,11962,11,20972,1,0.000919578665774954,"IDA,IMP,IGI,IEP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA,NAS,IEA;IDA,NAS;IDA,IMP,IGI,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0033600,negative regulation of mammary gland epithelial cell proliferation,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;;;IDA;;;;
GO:BP,GO:0097252,oligodendrocyte apoptotic process,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,IDA;;;;;;;;;;
GO:BP,GO:1901563,response to camptothecin,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,;;;;;;;IDA;;;
GO:BP,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,0.006683777183164204,true,1,4,11,20972,0.09090909090909091,0.25,IDA;;;;;;;;;;
GO:BP,GO:0050864,regulation of B cell activation,0.00672336941243888,true,2,133,11,20972,0.18181818181818182,0.015037593984962405,;IMP;;;;;;;IEA;;
GO:BP,GO:0071456,cellular response to hypoxia,0.006905146142490153,true,2,135,11,20972,0.18181818181818182,0.014814814814814815,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0009888,tissue development,0.007233396423058005,true,5,2014,11,20972,0.45454545454545453,0.0024826216484607746,"IMP,IEA;IEA;;;;;IDA;;IEA;;IEA"
GO:BP,GO:0045739,positive regulation of DNA repair,0.007377483300212822,true,2,140,11,20972,0.18181818181818182,0.014285714285714285,;IMP;;;;IMP;;;;;
GO:BP,GO:0000018,regulation of DNA recombination,0.007461381474145134,true,2,141,11,20972,0.18181818181818182,0.014184397163120567,;;;IDA;;;;IDA;;;
REAC,REAC:R-HSA-3371556,Cellular response to heat stress,0.007465954668116491,true,2,87,11,11056,0.18181818181818182,0.022988505747126436,;REAC;REAC;;;;;;;;
GO:BP,GO:0030183,B cell differentiation,0.007545523719388972,true,2,142,11,20972,0.18181818181818182,0.014084507042253521,"IEA;ISS,IEA;;;;;;;;;"
GO:BP,GO:0036294,cellular response to decreased oxygen levels,0.007629907458706829,true,2,143,11,20972,0.18181818181818182,0.013986013986013986,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,0.007696767050274192,true,4,1190,11,20972,0.36363636363636365,0.0033613445378151263,IEA;IEA;;;;IMP;;;;IEA;
GO:BP,GO:0044238,primary metabolic process,0.007804263216776353,true,11,12170,11,20972,1,0.0009038619556285949,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP,IGI,IBA,TAS,IEA"
GO:BP,GO:0051783,regulation of nuclear division,0.007982947485320208,true,2,147,11,20972,0.18181818181818182,0.013605442176870748,;IMP;;IDA;;;;;;;
GO:BP,GO:0001933,negative regulation of protein phosphorylation,0.007982947485320208,true,2,148,11,20972,0.18181818181818182,0.013513513513513514,;;;;;;;;IMP;IMP;
GO:BP,GO:0070245,positive regulation of thymocyte apoptotic process,0.007982947485320208,true,1,5,11,20972,0.09090909090909091,0.2,"ISS,IEA;;;;;;;;;;"
GO:BP,GO:0009059,macromolecule biosynthetic process,0.007982947485320208,true,10,9605,11,20972,0.9090909090909091,0.001041124414367517,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;ISS;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:0071681,cellular response to indole-3-methanol,0.007982947485320208,true,1,5,11,20972,0.09090909090909091,0.2,;;;;;IDA;;;;;
GO:BP,GO:0071680,response to indole-3-methanol,0.007982947485320208,true,1,5,11,20972,0.09090909090909091,0.2,;;;;;IDA;;;;;
GO:BP,GO:1903450,regulation of G1 to G0 transition,0.007982947485320208,true,1,5,11,20972,0.09090909090909091,0.2,"IDA,IMP;;;;;;;;;;"
GO:BP,GO:0006113,fermentation,0.007982947485320208,true,1,5,11,20972,0.09090909090909091,0.2,IEA;;;;;;;;;;
GO:BP,GO:0006997,nucleus organization,0.008444062393470243,true,2,153,11,20972,0.18181818181818182,0.013071895424836602,;;IDA;IEA;;;;;;;
GO:BP,GO:0051248,negative regulation of protein metabolic process,0.008444062393470243,true,3,569,11,20972,0.2727272727272727,0.005272407732864675,IEA;;;;;;;;IMP;IMP;
GO:BP,GO:0060429,epithelium development,0.008521153667251962,true,4,1234,11,20972,0.36363636363636365,0.0032414910858995136,IEA;IEA;;;;;IDA;;IEA;;
GO:BP,GO:0048856,anatomical structure development,0.008730245218321357,true,8,5948,11,20972,0.7272727272727273,0.0013449899125756557,"IMP,IEA;ISS,IEA;;IEA;;IMP,IBA,IEA;IDA,IEA;;ISS,IEA;IEA;IEA"
REAC,REAC:R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.008956567902787635,true,2,96,11,11056,0.18181818181818182,0.020833333333333332,;;;;;;;;REAC;;REAC
GO:BP,GO:0071453,cellular response to oxygen levels,0.00903405549600249,true,2,159,11,20972,0.18181818181818182,0.012578616352201259,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0051236,establishment of RNA localization,0.00911021565143626,true,2,163,11,20972,0.18181818181818182,0.012269938650306749,;IMP;IMP;;;;;;;;
GO:BP,GO:0050789,regulation of biological process,0.00911021565143626,true,11,12397,11,20972,1,0.0008873114463176575,"IDA,IMP,IGI,IEP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA,NAS,IEA;IDA,NAS;IDA,IMP,IGI,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0061026,cardiac muscle tissue regeneration,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,";;;;;;;;ISS,IEA;;"
GO:BP,GO:0042148,DNA strand invasion,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;;;;;;;IBA;;;
GO:BP,GO:0072718,response to cisplatin,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;;;;;;;IEA;;;
GO:BP,GO:0002326,B cell lineage commitment,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,IEA;;;;;;;;;;
GO:BP,GO:0090402,oncogene-induced cell senescence,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;;;;;;;;IEA;;
GO:BP,GO:0072594,establishment of protein localization to organelle,0.00911021565143626,true,3,587,11,20972,0.2727272727272727,0.005110732538330494,"IEA;;;;;;IDA,IEA;;IEA;;"
GO:BP,GO:0071500,cellular response to nitrosative stress,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;IDA;;;;;;;;;
GO:BP,GO:0002329,pre-B cell differentiation,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,";ISS,IEA;;;;;;;;;"
GO:BP,GO:0040008,regulation of growth,0.00911021565143626,true,3,590,11,20972,0.2727272727272727,0.005084745762711864,"IMP;;;;;IMP;;;IDA,ISS,IEA;;"
GO:BP,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,IDA;;;;;;;;;;
GO:BP,GO:0070317,negative regulation of G0 to G1 transition,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;;;TAS;;;;;;;
GO:BP,GO:0043456,regulation of pentose-phosphate shunt,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,IMP;;;;;;;;;;
GO:BP,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,0.00911021565143626,true,1,6,11,20972,0.09090909090909091,0.16666666666666666,;;;;;;;IEA;;;
GO:BP,GO:0042326,negative regulation of phosphorylation,0.00911021565143626,true,2,163,11,20972,0.18181818181818182,0.012269938650306749,";;;;;;;;IDA,IMP;IMP;"
GO:BP,GO:0045892,negative regulation of DNA-templated transcription,0.009153864187436647,true,4,1275,11,20972,0.36363636363636365,0.003137254901960784,"IDA,IMP,ISS,NAS,IEA;;;;;IDA;;;;IMP;IDA,IMP"
GO:BP,GO:0061919,process utilizing autophagic mechanism,0.009242057086865723,true,3,599,11,20972,0.2727272727272727,0.005008347245409015,"IMP,IEA;IDA,IMP,IC,IEA;;;IDA;;;;;;"
GO:BP,GO:0006914,autophagy,0.009242057086865723,true,3,599,11,20972,0.2727272727272727,0.005008347245409015,"IMP,IEA;IDA,IMP,IC,IEA;;;IDA;;;;;;"
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,0.009323062845807632,true,4,1284,11,20972,0.36363636363636365,0.003115264797507788,"IDA,IMP,ISS,NAS,IEA;;;;;IDA;;;;IMP;IDA,IMP"
GO:BP,GO:0006606,protein import into nucleus,0.009326451295444743,true,2,166,11,20972,0.18181818181818182,0.012048192771084338,IEA;;;;;;;;IEA;;
GO:BP,GO:0009266,response to temperature stimulus,0.009413837956655244,true,2,167,11,20972,0.18181818181818182,0.011976047904191617,;TAS;TAS;;;;;;;;
GO:BP,GO:0007292,female gamete generation,0.009501414136917978,true,2,168,11,20972,0.18181818181818182,0.011904761904761904,;IEA;;;;;IEA;;;;
GO:BP,GO:0035264,multicellular organism growth,0.00970055865806227,true,2,170,11,20972,0.18181818181818182,0.011764705882352941,IEA;IEA;;;;;;;;;
GO:BP,GO:0003205,cardiac chamber development,0.009788848181062347,true,2,171,11,20972,0.18181818181818182,0.011695906432748537,IEA;;;;;;;;;;IEA
GO:BP,GO:0051170,import into nucleus,0.009877319304536562,true,2,172,11,20972,0.18181818181818182,0.011627906976744186,"IEA;;;;;;;;IMP,IEA;;"
GO:BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,0.010192572087220261,true,2,175,11,20972,0.18181818181818182,0.011428571428571429,"IMP,ISS,IEA;;;;;;;;;;IMP"
GO:BP,GO:0043504,mitochondrial DNA repair,0.010237677305150726,true,1,7,11,20972,0.09090909090909091,0.14285714285714285,IEA;;;;;;;;;;
GO:BP,GO:2000210,positive regulation of anoikis,0.010237677305150726,true,1,7,11,20972,0.09090909090909091,0.14285714285714285,;;;;IEA;;;;;;
GO:BP,GO:0046600,negative regulation of centriole replication,0.010237677305150726,true,1,7,11,20972,0.09090909090909091,0.14285714285714285,;;;;;NAS;;;;;
GO:BP,GO:0048771,tissue remodeling,0.010436647064270015,true,2,178,11,20972,0.18181818181818182,0.011235955056179775,IEA;;;;;;;;;;IEA
GO:BP,GO:0009267,cellular response to starvation,0.01110857179657535,true,2,184,11,20972,0.18181818181818182,0.010869565217391304,"IDA;;;;;;;;IMP,IEA;;"
REAC,REAC:R-HSA-111448,Activation of NOXA and translocation to mitochondria,0.011159435547844416,true,1,5,11,11056,0.09090909090909091,0.2,REAC;;;;;;;;;;
REAC,REAC:R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,0.011159435547844416,true,1,5,11,11056,0.09090909090909091,0.2,;;;;;;;;REAC;;
GO:BP,GO:0045003,double-strand break repair via synthesis-dependent strand annealing,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,";;;;;;;IMP,IBA;;;"
GO:BP,GO:1902031,regulation of NADP metabolic process,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,IMP;;;;;;;;;;
GO:BP,GO:0062100,positive regulation of programmed necrotic cell death,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,IEA;;;;;;;;;;
GO:BP,GO:1904354,negative regulation of telomere capping,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,;IMP;;;;;;;;;
GO:BP,GO:1901977,negative regulation of cell cycle checkpoint,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,;;;;IEA;;;;;;
GO:BP,GO:1903799,negative regulation of miRNA processing,0.011478258524511892,true,1,8,11,20972,0.09090909090909091,0.125,IEA;;;;;;;;;;
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,0.01151435037930236,true,2,111,11,11056,0.18181818181818182,0.018018018018018018,REAC;;;;;;;;REAC;;
GO:BP,GO:0048584,positive regulation of response to stimulus,0.011732242735707254,true,5,2320,11,20972,0.45454545454545453,0.0021551724137931034,"IMP,ISS;IMP;IMP;;;IMP;;;;IDA;"
GO:BP,GO:0051253,negative regulation of RNA metabolic process,0.011827162818884764,true,4,1389,11,20972,0.36363636363636365,0.0028797696184305254,"IDA,IMP,ISS,NAS,IEA;;;;;IDA;;;;IMP;IDA,IMP"
GO:BP,GO:0071900,regulation of protein serine/threonine kinase activity,0.011910617318657758,true,2,193,11,20972,0.18181818181818182,0.010362694300518135,";;;;;;;;TAS;IMP,TAS;"
GO:BP,GO:0065007,biological regulation,0.011910617318657758,true,11,12804,11,20972,1,0.000859106529209622,"IDA,IMP,IGI,IEP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IBA,NAS,IEA;IDA,NAS;IDA,IMP,IGI,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA"
GO:BP,GO:0000070,mitotic sister chromatid segregation,0.011975671640317405,true,2,194,11,20972,0.18181818181818182,0.010309278350515464,;IMP;;;IMP;;;;;;
GO:BP,GO:0071466,cellular response to xenobiotic stimulus,0.011975671640317405,true,2,194,11,20972,0.18181818181818182,0.010309278350515464,IEP;;;;IEA;;;;;;
GO:BP,GO:0045814,"negative regulation of gene expression, epigenetic",0.012068438518618033,true,2,195,11,20972,0.18181818181818182,0.010256410256410256,";;;ISS,IEA;;IMP,IEA;;;;;"
GO:BP,GO:0071356,cellular response to tumor necrosis factor,0.012404344845151844,true,2,198,11,20972,0.18181818181818182,0.010101010101010102,IGI;;;;;IMP;;;;;
GO:BP,GO:0022607,cellular component assembly,0.012420199945428246,true,7,4830,11,20972,0.6363636363636364,0.0014492753623188406,"IDA,IEA;IMP,IC;IMP;;IDA,IMP;NAS,IEA;;IMP,IBA;;;IDA"
